sentences,labels
Im hungry !!!!! I need some tamales up in my system lmao,1
@polvillegas114 Cuz you gotta have my back que no 😛 lol,1
Momma woke me up from my nap with some camarones empanizados with ricesichuu ! 😁,1
"@ivonii_ jefes nunca resbalan 😎✋ , lmao you just lost your step ? haha it 's wayyy worse when u make contact with the ground 😂😂",1
@oohlola_ aight firme ill take your word for it ☺,1
@maromadigital Le pensé un rato y nada :) tyvm !,1
@xobrieee_ ni near con los tiburones !!!,1
Praise the lordAlabado sea el Señor . Person 1 : Hey I got a raise at work . Person 2 : Praise the lord ! I ’m so proud of you !,1
@Jona_Boy13 tarde pero sin sueño !.. only a week late no pasa nada jiji,1
Buen dia mi gente ! Ya listos for the new year !! ! :),1
Behind his/her back : Hablar de alguien a sus espaldas She was talking bad about her behind her back .,1
"Does n't do justice : No le favorece That dress does n’t do her figure justice . ( tiene buena figura pero el vestido no lo deja ver , MUY usado )",1
Cry out : Clamar/Gritar pidiendo ayuda . The musician 's misuse of drugs was a cry out for help .,1
@sanluispotoyees @brissamayen yes & then we ride off into the sunset hahaha lmfao LAME no ! we keep partying cn una barbacoa y chicharrones ;),1
"All in your head : Te lo estás imaginando Person 1 : Do you think she hates me ? Person 2 : No , it ’s all in your head .",1
@cribhood10 Eske you be with your friends I no Kiero molestar,1
@oohlola_ nalgame dios ☺ 👌,1
@Milyl15 lmao estas bien ☺ ? Osea quieres un pelo Rojo lmao 😂,1
I was like your lucky andas Bailando con Una De Guanajuato (; lmfao,1
"Llevo tras de ti ase meses , dime si ya no m kieres porque si no con otro me voy << literal .. lol :D",1
@_itskayyyyy lmao your current twiticon tho >>> 😂😂😂,1
@Ojitoschinosx3 y yo sin saber a leer lol cx,1
@_MiloVillarreal well clearly Madrid is not the best .. pero ya beremos !!,1
"Quirky : Peculiar . She has a very quirky , fun personality .",1
Turn Significa varias cosas una es cumplir XX años I can n’t believe you ’re just turning twenty-one !,1
"Jump to conclusions : Asumir . If I take my little brother out , people will automatically jump to the conclusion that I ’m his mother .",1
"Cut the crap : Déjate de pendejadas ( cómo lo digo en otras regiones ? ) Let ’s cut the crap now , let ’s get busy .",1
@josalequi te envio un email hoy,1
"@Milyl15 lmao no te creas 😂 , chales mejor in churro y agusto me voy a dormir haha",1
Damn la Clika De Mi brother 😍👌 Asta De Mi age Tiene Alli oh shit (;,1
@chelita1123 @princessstacy_ so Si Vienen oh que Pedo 😁😂,1
"Tough : También significa difícil . It ’s been a tough couple of months , nothing really bad , just tired , but tweets are back ! :)",1
My brother was like next time que venga Te Lo Presento 😂👌,1
""" @0scar_contreras : We need more Latinos with education . #latinopride "" #definitely",1
Well offCon solvencia económicaThe Lopez family is pretty well off ; they have their house paid off and even take vacations overseas every,1
Le paso lo mismo k con tigres !!! Well Thats nice,1
Do n’t let me down : No me falles . Please do n’t let me down this time,1
I 've been sleeping since 2 & I just woke up 😳😬 ! Orasi I wo n't be sleeping tonight .,1
"One size fits all : Algo así como "" talla única """,1
When my cousin got married Aya en Mexico la banda Todavia Le sigio el next day ❤ ️💕 Porke la Parranda Todavia No Se Acavava 💕,1
"@EliZaIBQ he lives ( tercera persona to live ) our lives plural life , espero que esto si aclare , no había caído en cuenta de la duda :) sorry",1
"@gmeschin yo sé sino no haría esto :) si vieras lo q escribo algunas veces , thanks a lot , for real :)",1
Ya se le pego lo fake ... ewww fake fake fakeeee No Bueno ... borrese pa 'yaaaa,1
"Stay home mom : Una forma familiar de decir Ama de Casa . Ever since Evan was born , she became a stay at home mom .",1
""" @Erika_Lizette28 : @aristeodgo95 @Rosie_Amanda @Lopezaniaaa @North_Eastt @Ody_12 @Audreyy_torres Gracias primo ! (: "" D Nada ! Enjoy ur day off",1
What are you up to ? : ¿ Qué te traes entre manos ? It was incomprehensible ! Whas was God up to ? de la película Amadeus,1
"I got pulled over , esta frase expresa todo eso yo antes daba vueltas y vueltas para decir algo como esto :) Un policía me detuvo en la carre",1
Compelling : Convincente . He made a compelling argument today,1
"@james_tornado ahhh es q nunca usaría esta expresión , perfect ty !",1
"Weird : Raro , extraño I had a very weird dream last night .",1
Outrageous : Varias cosas : Indignante/Exorbitante That ’s an outrageous amount of money ! That ’s an outrageous remark .,1
"Let it slide : Dejarlo pasar He ’s bothering me a bit , but I ’m gonna let it slide .",1
@Ruigi_noise can n't help but = no lo puedo evitar :),1
Mi new friend Es De Zacatecas (;,1
"It has a mind of its own : Tiene una mente propia . This computer has a mind of its own , it just wo n't cooperate !",1
Like Si Kieres Respeto Me respetas a Mi Guanajuato ❤ ️,1
"Cut her loose : Dejar libre Now that we know of her attempt to steal from our business , it ’s time to cut her loose .",1
@Urkatu Wood madera en estado natural ( antes de cortar el árbol ) timber madera procesada ( después de cortar ) pero hay otras definiciones :),1
"@ur_bootay no te creas lol , u enjoy cardio lol ?",1
Quirk : Peculiaridades . Get to know the quirks of a person before you move in with them .,1
"@_BBonjour haha no te creas 😆 , lets go eat some mariscos jasmine 😊 ?",1
Freaky Que da miedo/Extraño/Excéntrico It was freaky the way that guy had his tongue split down the middle .,1
Enamorarse Es Pa Pendejos I Se Me Ace Que Ya Me Apendeje 😰😰😅,1
This house da miedo,1
Slaughter : Varias cosas una es Matar violentamente . He proceeded to slaughter his ex wife with a kitchen knife .,1
@Yaritzaa__ this was my favorite movie growing up haha #cholossinbarrio,1
"Come clean : Sé honesto ( sinónimo de be honest , muy usado también ) I felt it was time to come clean about what I had done",1
Ya Kiero Que Mi Dad Agarre Las Taxas 😂 ❤ ️,1
"@Izzy_teee you were puffing on a churro or hitting the bowl lol , I was too faded to care soo I knocked out lolol",1
"Whatever helps you sleep at night : Sarcasmo : Lo q te haga feliz Person 1 : Honey , we need a new drier . P2 : Whatever helps you sleep at night",1
I ’m in a hurry : Estoy de afán . I ’m in a hurry so I can only talk for a little .,1
"How long have you been up : Hace cuánto que te levantaste ? Pers 1 : When should I take my medicine ? P2 : It depends , how long have you been up ?",1
These dumb mf 's drinking outside my house ... <<< mokosos pendejos si no aguantan no le entren ... -.-,1
@polvillegas114 Lol Oh Si Oh Si Lets Go With What You Said 😄 Pues,1
@Rangel_0894 Felizidades ! Wish yall a happy future :),1
Esta noche sera en otro nivel ... from the top the view is way better !! Ay k aprobechar a lo maximo el ultimo sabado del 2013 ;) #DT,1
"Tell off . Algo así como regañar Your boss is rude , you need to tell him off .",1
ima knck out hopefully chubbs does the paro,1
I ’m very ( XXX ) I ’m always breaking things ( Torpe ),1
It was firme seeing the homie seakem :),1
Lmao tu ponle Mas salsa a Los tacos 😌😂,1
@bennygdl ahh una aproximación I do n't need an exact number . A ballpark figure will do . :),1
@Yaritzaa__ I always put frijoles or something lol no just cheese haha,1
Orita va llover goles,1
"Sleep on it : Figurativamente significa Pensar algo mejor . I know buying a house is a big decision , why do n’t you sleep on it ?",1
Homeboy ' jefe ' should switch his name to #Sharkeisha lmao,1
@arianaesierra haha x eso te llaman babe y baby,1
"You found my puppy , I 'm so ( 27 ) , I do n't know how to pay you ( 27 : agradecido )",1
Aahh suu putaaa . madreee,1
Dang thats some shit . . mejor me kedo en mi casa !!,1
Happy birthday to my baby girl @_BBonjour 😍😘 ☺ 🎉🎊🎁 have a great day chaparra see you soon 😊,1
"Whatnot : Cualquiera/Todos esos . I like tropical fruits : guava , mangoes , papayas , and whatnot .",1
@Milyl15 I was thinking of Los Serrenos or Komando negro but il more than willing to look up more haha ☺,1
"@Ev4n6el10n Expresión , ya es un poco tarde para eso . They have finally decided to put some money into research but it 's too little , too late",1
Wake up call : Señal de alarma Going to jail for the third time was a real wake up call for Jerry .,1
@EliZaIBQ ya tengo todo lo que le he recomendado a el organizado casi todo es gratis porque el mayor esfuerzo viene de uno mismo,1
Borussia has about six players out on injury ora este,1
Mañana es un Nuevo dia #TwitterOff,1
""" Comprar todo el tiempo k sea nesesario y k ese momento se kede gravado en mi para siempre k hermosa experiensia """,1
"He has a thick accent = Habla muy mal/no le entiendo Ejemplo en español Todos decimos "" cazar "" con diferent acento pero nadie dice "" cacar/camar",1
Estoy dreaming con la Carmen Salinas 😨,1
@chelita1123 5.1 ? Let me Holla Lmaoo,1
Crash course : Curso rápido . I ’m going to give you a crash course on how to change the oil in your car .,1
"I do n't like ( XXX ) people , they always think they 're right and do n't listen to anything else . ( Testarudo/a - Obstinado/a - Tercho/a )",1
Push the envelope : Ir hasta el límite/Expandir las capacidades . We need to push the envelope and come up with more innovations,1
Fight my way out : Luchar contra el camino . My mom taught me how to fight my way out of poverty .,1
Her boyfriend lives down my street 😮 No Mames 😝😝,1
"@BallupWitCeeLos pues claro es puro no tiene corte , damm if anything they 'll think your making meth lmao xD",1
"@ProfesoraIng de acuerdo motivar al est es MUY importante , sin embargo soy ESL stud y solo comencé a aprender de verdad cuando me corregían",1
"@brissamayen @sanluispotoyees y maybe en vez de salon , en un rancho al aire libre pa que la musica se la lleve el viento :)",1
Get a feel of : Tener una mejor idea . I ’m going to do my internship so I can get a better feel of the kind of career I ’m getting into,1
Slaughter : Otra para slaughter Matar para comer . Wild horse protection advocates say they have successfully saved dozens of free-roaming hor,1
Dimples : Hoyuelos . What makes her unique is that she only has one dimple ( on the left cheek ) .,1
@sanluispotoyees @brissamayen no tanto como yo amor ♥ Nadie me hace tan feliz tanto como tu ♥ y no soy beaner soy ' Merrikan lol -.- jk,1
@LifeisAJ you 're morenita mrs landrey es prieta/quemada,1
Misplace : Extraviar . I always happen to misplace my keys and leave them in the weirdest places .,1
@elizaaaabethhh_ aki no ayaaaa lol,1
"Pussy : MUY , MUY vulgar . Varias cosas Flojo/Cobarde . Quit being a pussy and get on the ride , it ’s not that scary .",1
"Acquaintance : Conocido . She ’s my acquaintance , we hang out once in awhile , but I would n’t consider her very close .",1
"@iStazz MUCHAS gracias por tu interés , ya encontramos a alguen ;) ty ty ty",1
💂 This boy froein . Marge simpson el,1
"Monkey business : Varias cosas una Actividad sin sentido . Ok kids , It 's time to settle down for nap time . No monkey business .",1
"@josalequi estudia un sonido por dia , repite las palabras y cuando tengas las vocales sigue con dipt , luego puedes hablar con un teacher",1
"I ai n't , you ai n't es "" reemplazo "" de I am not You are n't we are n't , es slang hmm no es muy culto no vulgar , I ai n't doing that continuará ...",1
"Playing devil ’s advocate : Ser el abogado del diablo . I ’m all for legalizing Marijuana , but I can play devil ’s advocate and see the other sid",1
I had Corridos on blast I mi mom me Regaño 😂😁,1
Im usually never in a bad mood but today !!!!!! DANG today is the exception ... ya me sakaron de mis casillas <<<,1
"Literalmente "" let me go "" es déjame ir y "" let go of me "" es suéltame , aunque let me go se entiende y se usa , Let go of me se usa MUCHO",1
These guys 😂😂 tan bien crazy 😌,1
Tu y yo bailando bachata ? Idk piensalo ! !! ;),1
Show up : Venir . Do you know where Jaime is ? He did n’t show up for work this morning,1
@Urkatu no problem :),1
Sounded salvadorian el,1
Mi wonderful mom me Dio hot chocolate 😚,1
Ok yaaa enough Duranguense tweets 4 2day a llamarle a Mi Reina Hermosa hija d mi pinshi suegra lol k su voz es lo k me completa Mis Noches ♥,1
@Izzy_teee I did y tu no intendieste 😂 #nopostacabron,1
@xobrieee_ atole is good too 😊👌,1
@Monimaravilla19 ya lo probaste !? Where ? :O,1
@CiinthiiaRm @elizaaaabethhh_ yes y luego nos isimos viejos y cada kien por su camino !.. I miss the bbq 's=],1
"Put him on the phone : Pásamelo . Person 1 : Is your dad there ? Person 2 : Yes , he is . Person 1 : Can you put him on the phone please ?",1
I 'm not wearing that dress ; I 'm very ( 32 ) ( 32 : acomplejada ),1
@_BBonjour I want some carnitas y tacos lol idk I wanna eat good !!! Lets go to a taco spot or what haha ?,1
So I come to get my nails done and the FUCKEN PLACE IS CLOSED 😡😡😡😡😡😡😡😡😡😡😡😡 I 've been trying to get them for the Fucken past month ughhhhh 😡,1
"@maromadigital ahhh yo nunca lo diría así , será algo regional ?, si no lo es le hago re tweet ( como siempre :)",1
Preposiciones grr Congratulations ON/Congratulations FOR Congratulations on the baby Congratulations for finishing the race in first place .,1
"@_itskayyyyy sea notado lolol , it 's easier if you do n't give . A 'fuck",1
"Glowing : Rebosante/Resplandeciente . Look at you , you ’re glowing !",1
@El_Ctoni @Jona_Boy13 ta bueno como pa in bonfire y unas bien heladas cao !!! 🍺,1
Y k se awuiten los feos !!! Haha,1
@crystal_jaimes alright tw bienes como a las 6-7 ? Is that kool ? Girl I just said no clubbing .,1
I Miss Aliados de La Sierra ! I remember when @HersheyMusic played at Plaza R3 here in Austin a while whilee backkk !!! #BuenosTiempos #DGO,1
"Concoction : Mezcla . I made a concoction of eggs , mayonnaise and olive oil , and used it as a hair treatment .",1
Been wanting to hit bunch a lunch desde cuando,1
@ToCoolRebecca Deja Te acompaño Pues cx 😉 ! & Why you being fake no me Dejes Wey que sin ti no Puedo Vivir 😭😂💕,1
"Runner-up . Segundo en una competencia , por ejemplo virreina de belleza/segundo en una carrera The runner-up was awarded a mug of coffee .",1
Hold back : Algo así como detener . Never hold back on your dreams .,1
I rushed into : Me apresuré a . I rushed into marriage now I am regretting it . What should I do ?,1
My feelings be tripping to much 😰 Ya Ni Se que Kiero 😫,1
"@Milyl15 lmao con mucho gusto 😋🍻💯👌 , si tu haces el ceviche 😂 ☺",1
@chelita1123 It 's Jonnyy Not Johnny 😁😂 & pos Le future Novio hopefully 😂👌 pal summer Lol cx,1
@_xoxoBecky oyyy nomass !!! It just sounds interesting lmao #nopostacabron 😆,1
"Play tricks on : Algo así como "" Bromear "" Do n’t play those tricks on me , you know I always fall for them !",1
"@kilik85 keep it real = no seas falso , sé tu mismo :)",1
@elizaaaabethhh_ yo si tengo ♥ pero si me pagas mal te voy a tratar peor k basura cause a la familia c respeta ! Ayyy si no te hagas hehe jk,1
@Jayye323 sick went ghost 😒,1
"@Loco_Saucedo haha yeah it is , tell me about it .. si yo digo algo siempre me lleban la contraria I hate it ! -_-",1
Otra Noche De Workout 😅😭,1
I 'm so ( 24 ) of you ( 24 : orgullosa ),1
Today in 3rd period > 😂😂 yo aka la model in competition 😭😂😂,1
"@Yaritzaa__ lmao omfgahhhh enserio cres eso 😂😂 , por que fumo bastante ? Y eso que tiene que ver haha !!!!",1
"@maromadigital Con mucho es como lo traduce Google translate , pero no se me ocurre nada en español , nos regalas un frase por fa ? :)",1
@Jona_Boy13 @bgonzalez329 ah hell yeah los pinches tuitazazazazos que se echa esa brenda tan con madres !!! 👌,1
I 'm so cold that I 'm shaking De Pies a Cabeza 😭😭,1
@Loco_Saucedo no they played better throughout the whole game ! The only difference fue k toluca aprobecho las unicas k tuvo !,1
Si yo I Stacy nos conosimos pos Fue Por Algo (; !!! 😂😂,1
"@Antifas_4ever ahhh es q work ahi no es verbo , es sustantivo , y no esta incompleta , I leave work at 6 pm . Can I leave work early ?",1
While Pablo sees novelas I 'm playing black ops 😎 Thug life 😎😂,1
@princessstacy_ @chelita1123 Miren weyas Friday 14 movies & tomorrow mall 😁 ❤ ️👌,1
Right back/Right away/Right now . Right implica en muy poco tiempo . I ’ll call you right back . I ’ll help you right away . It ’s raining night now,1
"Kick you out : echarte I ’m sorry but if you do n’t pay rent , I ’m gonna have to kick you out .",1
@vhc95 so you could attract a man duh !! #buenconsejos,1
@polvillegas114 No Mames Ya No Te Kiero 😉😘😘,1
@aldoatardecer Me traes 2 tacos d al pastor y 2 d fajita . sin frijoles puro arroz ! Ah y una espray ! SinHielo lol jk GoodLuck on TheVid Bro !!,1
Y luego cuando trival muzik was actually good & we always won the trival contests cuz all of us screamed loud af y zapateabamos pa ganar lol,1
Up until today : Hasta el día de hoy ( pero hoy si ) . I had never gotten pulled over up until today .,1
My uncle gunna let me Fuhk up his clutch and teach me to drive standard lmao #graciastio 😂,1
Kinky hair : Cabello rizado I bought a Chi iron for my kinky hair .,1
"Deja vu ( francés se usa MUCHO aquí) lo expliqué hace poco . I ’m sorry I spaced out , I was having Deja vu .",1
Last night Yo con el I tu con Ella ... When it 's supposed to be us 2 together 😒,1
@hellachingona hahaha wtf 😂 badass lil story daw jijiji,1
@crystal_jaimes yeah pero idk what ?,1
Nasi sola .. me puedo morir sola no ay problema !!! ;) Lol,1
And the other one was Salvadoreño 😍😭,1
Im exhausted .. its been a really long day ! A dormir .,1
"Sleep in : Dormir hasta tarde . Since I do n’t have work in the morning , I get to sleep in .",1
Dozing off : Quedarse dormido . Pay attention and quit dozing off .,1
@chelita1123 @princessstacy_ Stacy fuck you & your fake ass !! & 911 is calling me Orita Llego (; 😂😂😂😂,1
"Snitch : Soplón . When caught smoking cigarettes , her little brother would snitch on her and go tell their parents .",1
Just found out that beer pong is called chupa chela in spanish lmao,1
@crystal_jaimes it sure is !! :) Haha tell me abt it me lo disen todos los dias .. but fuck it k se awuiten los feos ! Lol,1
"Does n't do justice : No le favorece That dress does n’t do her figure justice . ( tiene buena figura pero el vestido no lo deja ver , MUY usado )",1
Break even : Cubrir gastos básicos . His business barely managed to break even .,1
"@_BBonjour de nada frutada ☺ , can I visit you tonite ? I 'm free all day haha 😁",1
"@_OmarReyes jajajajj me avisas , que lo necesito :) :) :) saludos",1
I 'm bored en Mi Casa 😛,1
"Lost in thought : En Colombia "" elevado "" en otros territorios ? /ensimismado ? /I was n’t paying attention to the road because I was lost in thought",1
@Erika_Lizette28 DeNada ! Sleep In Kid :),1
"Edgy : ( Varias cosas ) Atrevido/Provocativo I wore leggings with shorts and combats boots to the rock concert , which was a bit edgy for me .",1
@Ojitoschinosx3 serio bitchs swear they have ppl waisting there time on them haha cx,1
Bout to catch a flight with @ServeChubbs 🍁🔥😗💨💯✈ #grifomelarifo,1
@crystal_jaimes dang ya to 'os conosen las k me gustan haga :D lol,1
Si me Kieren Conoser en Juarez me Ando pasiando 😛😂 lol,1
@Izzy_teee traga cornflakes lol,1
Gunna go up north with @michael_oohh @ServeChubbs today,1
I start internet surfing when I 'm really bored ( int surf ) También significa ir de una página a otra/nada particular/solo por pasar el tiempo,1
"@aramis19 No me vayas a odiar por esta respuesta :( lo pensé mucho antes de dártela , pero quiero ser honesta sorry :( ...",1
"Raw : Crudo ( like raw stake ) Once you remove a raw steak from the freezer , leave it sitting out for a day .",1
@princessjaaaay lol es tu preferida ? Pescuesos is a dank ass taco spot too 😋👌🔥,1
@Guera_Unica tu haces lo mismo y todavia busco !! lol cx,1
Tricky : Algo así como difícil . That math test was a little tricky .,1
@EricaYolli taras preggooo lol jk,1
@58nando haha no se te kita lo borracho lmao well just be careful .,1
Bickering : Riña/Disputa/Discusión . They were yaping and bickering the whole ride home .,1
"@ivonii_ you 've been knowing that tho lmao ☺ , that 's firme !! Sick fortunada haaha",1
@Jason100Fires lmao she 'll probably become a pot head si le das xD,1
@_shedopeee Eske kieren carne mexicana lmfao hahaha jk,1
"@Milyl15 lol si te la creo lol , I like Los tiros peck jaja",1
gunna pack a bowl of daank rn #grifomelarifo,1
Scapegoat : Chivo Expiatorio They made Tom the scapegoat for the whole affair . It was n't all his fault .,1
"Do n’t settle for less : No te conformes con menos . Yes , you can understand like a native speaker , you do n’t have to settle for less .",1
"@Milyl15 quiero ver lol , the old ones not so much haha",1
@bgonzalez329 😂😂😂 no mames wtf haha esa mamadaa,1
Cutting back . Reducir I might need to start cutting back on coffee .,1
""" @crystal_jaimes : Puro perreo intenso , you already know .!! xD hahaha "" lmao",1
"@Jayye323 hahaaha arroz ! , I 'm not gunna argue just gunna be the bigger person and get past it :)",1
"There ’s always room for improvement : Siempre se puede mejorar . Do n’t worry , there ’s always room for improvement .",1
By far : Varias cosas una es “ Sin duda ” Les Miserables is by far my favorite movie of the year .,1
"@andres_romero17 I know I need to explain it , I have n't had time though :) ~ Si lo tengo MUY prometido , lo tengo en mi lista :]",1
Cooties : Insecto/bicho ( imaginario ) My son who ’s in the third grade refuses to hang out with girls because he says they have cooties .,1
@princessstacy_ today Kerian ir Al park Pero next weekend one of the guys Es Chambelan so Ay nos Vamos pa palacios 😛 Lol cx,1
@sanluispotoyees or come cuddle w me mejor ♥,1
@Loco_Saucedo pues as algo .. lol quit being boring !!,1
Ya es mi prima pero toa via no save :D lol,1
"Pronunciación : Muchas veces no nos entiendes porq agregamos E antes de la S en School , Spanish , no es eschool , espanish es ssschool sspanish",1
"@_xoxoBecky ahh como no ? My sister keeper does n't even spin manly lmao , tienes razon !! , him and Channing tatum are like everyone 's #mcm",1
"@hbifollower si , ya estoy subiendo los nuevos tweets , tuve un pequeño problema , pero ya vuelven :)",1
@Jona_Boy13 I 'm give him a manotaso,1
Lol no me gusta que me anden cuidando ! Ni k fuera chamakito d Kinder ! -.-,1
@Martin3zz10 Eso Kres c ; Haha,1
"@EliZaIBQ o sea , es muy improbable que un rayo caiga , pero es posible , se usa figurativamente en otras situaciones . Movie Meet Joe Black ?",1
Si Es Necesario Asta me Salgo Por la window no me Importa,1
RT @jorii_beel : en los finales be like https://t.co/quG4aCRVx8,1
RT @JPueyo10 : Si tu no estas // D . ozi ft J Alvarez,1
"RT @alvaritoochando : Creerse Youtuber sin vivir de Youtube es como decir que se es futbolista por jugar pachangas con los amigos , eso les pa …",1
Aquí Relax y tu ? Trabajando ?? Bendito #sorrynotsorry @NEGROPR76 http://t.co/UvvYMkQZoc,1
RT @BlayedSouls : #SORTEO : Sleeping Dogs : Definitive Edition . - Dar RT a este Tweet . - Seguir a @Kronnomc - Seguir a @BlayedSouls https://…,1
RT @sokoliic : mera yo tuiteo lo que me salga del quinto forro de los cojones ES MI TWITTER si no te gusta dame unfollow y yaaa,1
lo peor de los cordon blues es que tengo que esperar 10 minutos en lo que se hacen 😒,1
"RT @TransferSources : No matter how hard you try , you 'll never be as cool as Xabi Alonso .. . https://t.co/vWLunqnpjM",1
"Eso del "" dab "" se ve bien estupido enverdad jajja",1
Ya estrena este 17 de junio en las salas de cine #findingdory Dory #elvacilondelagatita https://t.co/Qvj3ztnwYj,1
QUE BONITO !! ! XD | 4 VS 4 | ROCKET LEAGUE : https://t.co/pRC7rl6jSt vía @YouTube,1
MIRA ARREGLADA CONJONTRIS ! 2.0 | MULTIJUGADOR | BLACK OPS 3 https://t.co/fTevJSQmMV vía @YouTube,1
"Las goteras me tienen Jarta ! En los overnights , a las 7AM y en mi casa también ! What de hell !",1
@camilalaureanoo @adrianaaleee gooshh siii 💜 We need to do this more often jeezus . Ahora que tenemos una nueva legal podemos hacer trambos 😈,1
"El wifi de hoy no da ni de coña para subir vídeo .. . Mañana lo intentaré , lo prometo . :(",1
Buenos dias Zombers ! Una foto con mi gorra del Black Ops 3 ! Ya sabeis que me podeis seguir en … https://t.co/uHedEHEuu6,1
Quiero coldstone,1
NUEVO VÍDEO 🔥 Os tengo que contar el gran problema que tengo .. . Con inesperado final . Like y RT !! :) https://t.co/a4KIJyTufx,1
@axelmasap @SebaRobles96 si pones un timeline de las peliculas .. Todo esto paso y wolverine todavia no estaba,1
SOY PENOSO EN MI ENTRENAMINETO ! ! | CAMPAÑA EP . 2 | COD BLACK OPS 3 : https://t.co/10ruYWAQ9A vía @YouTube,1
@MisterJagger_ je ne sais arepas,1
RT @Ricav17 : No more Mr. Nice Guy,1
RT @ValeIvanovich : 0 ganas de empezar el body del senior project 😫,1
Estoy dando un concierto en Snapchat . User : yellowmellowmeh .,1
"@josetenn lo arrestaron , se escapo .. Quizo conquistar .. .. Lo mataron #sendoboyz",1
Me dio tanta pena por él . Ojala y el #Islamophobia se acabe . He was just a kid que queria mostrar sus inventos .,1
RT @PAMELASILVA : Resultados del #SuperTuesday @UniPolitica ! https://t.co/iraM58OCiW,1
@luciasdurand @teresa_perez7 no puedo creer que ya son Seniors 😭,1
"RT @pxdelm : quiero enchularme , tbh .",1
"@Davidsio Perfecto , nuestros planes MORE EVERYTHING incluyen datos , usted tiene el control de cuantos gigabytes elegir . ¿ Qué le parece ? ~ MH",1
"Mi lunes : practica 6:30 am , study hall 8:30 am , clase 11:00 am , workout 1:00 pm , practica 1:30 pm y study hall 4:00 y clase 5:30 pm . #MATAME 😭",1
¿ Dónde puedes encontrar un smartphone ? Aquí : http://t.co/70TpR29uR6,1
"Pido una Sprite y me dan 7up , fo , carajo es eso",1
RT @shairivera__ : quiero darle pa ' atras a to ' y jamas haberla cagado contigo .,1
RT @meirivera5 : Todo el mundo janguiando o comiendo y yo en mi casa cool .,1
"Con la camisa enrolla "" y los chichos por fuera .. . ella jura q mata ! Ridícula !! !! Yuck",1
RT @r_marrero12 : “ @raticorns : Esto me sigue arruinando la vida http://t.co/BZPL3ILoRK ” dat would be awesome tho,1
RT @ariannebobe : sueño where u at,1
RT @MarielaMateo96 : Esto de tener padres divorciados para las actividades familiares es un fucking despingue hay que hacer un itinerario y …,1
RT @BlackPplVines : I just want y 'all to know that this is real life lol https://t.co/077cppe1hP,1
""" @787NewsNetwork American Airlines radica quiebra bajo Capítulo11 . El presidente de la compañía acaba de presentar su renuncia . "" Q MAL !!",1
Diré todos los ganadores en el video de Civil War en el canal !! ! https://t.co/RV2ayhAejq,1
Estoy home sick 😞 Hoy después de mi clase me voy volando para sj .,1
@AnibalTornes Nop jajaj en PR es un oven,1
RT @Kasique_ : Yo no sé ustedes pero yo le veo los cachetes a Morgan Freeman y me dan munchies de Chips Ahoy .,1
Shoutout a @metruan por prestarme 1984 .,1
RT @cynthiaLMFAO : @Kronnomc @KatiaLisob * suena de fondo chica gamer * uwu,1
La edad no importa ? So esta bien salir con alguien de 60 años ? Nottt,1
@marciaf_92 yo estoy pero . Duele cc pagar $3 por un hotdog,1
#teamlagatita hoy en Trademark Metals Recycling en Opa Locka . Pasar por aqui para que ganes mucho … http://t.co/oZg2TBPALV,1
"RT @lolarenegada : Siempre he creído que las que pelean por "" likes "" están bajo la impresión de que sus jevos no ven porno ni encuentran lind …",1
MONSTER KILL LA ÉPIC PARTIDA !! ! | MULTIJUGADOR | COD BLACK OPS 3 : https://t.co/q4aMVlUkl1 vía @YouTube,1
RT @aisavve : aveces puedo ser la persona más odiosa ever pero es porque la gente es como morona y no puedo bregar,1
Sumbando tweets para el draft porque son completamente malinterpretables .,1
RT @victorbermudz : Yo en la uni https://t.co/1aByr9cGEb,1
""" @OMGtrolls : Seriously http://t.co/n0PSv3lFyK "" L I T E R A L :')",1
RT @RomaynGagaloo : Judge asks the Twin Towers if they tried ' avoiding the planes ' https://t.co/CT8vgao5sy,1
#todosmenosGenesis se acuerdan de buscar a Olga en halloween,1
"@candelario_omar same shit te están pichando anyways , no ?",1
"Ya mismo empieza el TL a llenarse de todos los chamaquitos que ya no respetan el "" Lo que pasa en Punta Cana se queda en Punta Cana """,1
EL SUPER DREAM TEAM CON ARENE ! ^^ | Juegos del Hambre | Minecraft : https://t.co/ndH74GBaTF vía @YouTube,1
RT @ValeentinaWA : Zarcort : Desuscribiros del canal de Kronno Kronno : * Si * Con la cabeza .. .. Como ?! https://t.co/E5M6LugY9V,1
De elecciones #elvacilondelagatita #hialeah https://t.co/I7c0HjlP4l,1
"@fairy0821 Limpiando , lavando marquesinas , la cocina , sala !! What d hell !",1
""" @colon_andre : De qué hablan de la uprb ? Quiero saber ! "" me odio por querer saber :/ scared for life",1
@javiidiaz06 true pero a esa hora no se si me ibas a querer buscar duh,1
@esangiecarajo le quitaste el private ! te jodiste,1
Tengo que ir a ver finding dory like ASAP,1
RT @KatiaLisob : Hype en 3 .. . 2 .. . 1 .. . ZOMBER GIRL ❤ 💀 https://t.co/xDESGJH4l8,1
¿ Que os parece ? :D FOXY VS SONIC . EXE | EPIC BATTLE | KRONNO ZOMBER | ( Videoclip Oficial ) https://t.co/WXYETSY08Z,1
Vamos a ponernos serios .. . RT si quieres conocer parte de mi historia en el tema de FUCK FAME .,1
DANTE VS GERALT | KRONNO & ZARCORT | BATALLA DE HEROES ( Videoclip Ofici .. . https://t.co/cPdnpxHAWL vía @YouTube,1
